"ch","s"
"隔","['kyek']"
"遮","['chya']"
"圍","['Gwuy']"
"踰","['Gyu']"
"越","['Gwel']"
"涉","['syep']"
"渡","['two']"
"叱","['cul']"
"罵","['may']"
"譴","['kyen']"
"何","['ha']"
"慳","['kan']"
"惜","['syek']"
"羨","['syen']"
"妬","['thwu']"
"收","['syu']"
"斂","['lyem']"
"恣","['co']"
"妄","['maG']"
"畏","['Gwoy']"
"慮","['lye']"
"狎","['Gap']"
"侮","['mwo']"
"怡","['Gi']"
"愉","['Gyu']"
"駭","['hoy']"
"愕","['Gak']"
"猶","['Gyu', 'Gyu']"
"豫","['Gyey']"
"趨","['chwu', 'chwu']"
"赴","['pwu']"
"昵","['nil']"
"比","['pi']"
"拘","['kwu']"
"逼","['phip', 'pyek']"
"淹","['Gem']"
"惰","['tha']"
"奄","['Gem']"
"驟","['chyuy']"
"憚","['than']"
"肯","['kuG']"
"頑","['Gwan']"
"褻","['syel']"
"鋪","['phwo']"
"叙","['sye']"
"悤","['chwoG']"
"遽","['ke']"
"箴","['com']"
"警","['kyeG']"
"迷","['mi']"
"誤","['Gwo']"
"誚","['chyo']"
"謗","['paG']"
"誣","['mwu']"
"詛","['cye']"
"侵","['chim']"
"陵","['luG']"
"劫刦","['kep']"
"脅","['hep', 'hep']"
"庇","['pi']"
"廕","['Gum']"
"擁","['GwoG']"
"護","['hwo']"
"稍","['chyo']"
"挈","['hyel']"
"秔","['koyG']"
"梁","['lyaG']"
"粗","['cwo']"
"資","['co']"
"薪","['sin']"
"絮","['sye']"
"奠","['tyen']"
"喪","['saG', 'saG']"
"賻","['pwu']"
"葬","['caG']"
"訊","['sin']"
"恙","['GyaG']"
"瞻","['syem']"
"窶","['kwu']"
"牢","['lwo', 'lwo']"
"密","['mil']"
"藩","['pen']"
"垣","['Gwen']"
"逍","['syo']"
"遙","['Gyo', 'Gyo']"
"園","['Gwen']"
"圃","['pwo']"
"邂","['hoy']"
"逅","['hwu']"
"遭","['cwo']"
"値","['thi']"
"因","['Gin']"
"緣","['Gyen']"
"覿","['tyek']"
"覯","['kwu']"
"販","['pan']"
"貿","['mwu']"
"殷","['Gun']"
"窘","['kwun']"
"羇","['kuy']"
"旋","['lye']"
"迍","['twun']"
"祐","['Gwu']"
"把","['pha']"
"握","['Gak']"
"專","['cyen', 'cyen']"
"擅","['chyen']"
"誾","['Gun', 'Gun']"
"遜","['swon']"
"恬","['nyem']"
"素","['swo', 'swo']"
"仍","['GiG']"
"且","['chya', 'chya']"
"旋","['syen', 'syen']"
"竟","['kyeG']"
"敢","['kam']"
"遂","['syu', 'syu']"
"恃","['si']"
"狃","['lyu']"
"遡","['swo']"
"企","['ki']"
"懿","['Guy']"
"淑","['syuk']"
"嗤","['chi']"
"唾","['tha']"
"鄙","['pi']"
"瀆","['twok']"
"盲","['moyG']"
"聾","['lwoG']"
"潁","['GyeG']"
"捷","['hyep']"
"猛","['moyG']"
"悍","['han']"
"恢","['hwoy']"
"綽","['cyak']"
"迅","['sin']"
"銳","['Gyey']"
"騎","['kuy']"
"乘","['suG']"
"偕","['hoy']"
"俱","['kwu']"
"須","['syu']"
"俟","['so']"
"曼","['man']"
"衍","['Gyen']"
"暇","['ka']"
"給","['kup']"
"僥","['Gyo']"
"倖","['hoyG']"
"希","['huy']"
"冀","['kuy']"
"蔽","['phyey']"
"惑","['hwok']"
"貳","['Gi']"
"譖","['chom']"
"湛","['tam']"
"曠","['kwaG']"
"瑩","['hyeG']"
"徹","['thyel']"
"沮","['cye']"
"遏","['Gal']"
"嬌","['kyo']"
"媚","['mi']"
"厲","['lye']"
"窒","['til']"
"淫","['Gum']"
"泆","['Gil']"
"酣","['kam']"
"饕","['two']"
"澹","['tam']"
"泊","['pak']"
"騷","['swo']"
"擾","['Gyo']"
"靖","['cyeG']"
"謐","['mil']"
"隨","['syu']"
"叩","['kwo']"
"薰","['hwun']"
"炙","['cya']"
"猜","['suy']"
"嫌","['hyem']"
"媢","['mwo']"
"嫉","['cil']"
"眺","['tyo']"
"瞰","['kam']"
"河","['ha']"
"嶽","['Gak']"
"搜","['swu']"
"覓","['myek']"
"溟","['myeG']"
"壑","['hak']"
"掘","['kwul']"
"璞","['pak']"
"呈","['tyeG']"
"后","['hwu', 'hwu']"
"力","['nyek', 'nyek']"
"稼","['ka']"
"擔","['tam']"
"穡","['soyk']"
"攄","['the']"
"拓","['thak']"
"胸","['hyuG']"
"懷","['hwoy']"
"刷","['sal']"
"拭","['sik']"
"羞","['syu']"
"辱","['Gyok']"
"寅","['Gin']"
"協","['hyep']"
"贊","['chan']"
"糾","['kyu']"
"傲","['Gwo']"
"拗","['lyo']"
"狠","['hun']"
"愎","['phyak']"
"省","['syeG', 'soyG']"
"試","['si']"
"梓","['coy']"
"匠","['cyaG']"
"評","['phyeG']"
"品","['phwum']"
"謀","['mwo']"
"技","['ki']"
"灼","['cyak']"
"鬼","['kwuy']"
"壓","['Gap[]']"
"魅","['moy']"
"認","['Gin']"
"絃","['hyen']"
"迸","['pyeG', 'pyeG']"
"妓","['ki']"
"弭","['mi']"
"戢","['cup']"
"胡","['hwo']"
"虜","['lwo', 'lwo']"
"攻","['kwoG']"
"戮","['lyuk']"
"搏","['pak']"
"噬","['sye']"
"婉","['Gwan']"
"巽","['swon']"
"勁","['kyeG']"
"訐","['Gal']"
"醇","['syun']"
"戇","['taG']"
"慧","['hyey']"
"黠","['hil']"
"惇","['twon']"
"慤","['kak']"
"憸","['chyem']"
"詭","['kwey']"
"詫","['tha']"
"費","['pi']"
"靳","['kun']"
"閟","['pi']"
"悛","['cyen']"
"嚇","['hya']"
"辜","['kwo']"
"愆","['ken']"
"訝","['Ga']"
"詰","['hil']"
"譏","['kuy']"
"詈","['li']"
"窺","['kyu']"
"伺","['so']"
"向","['hyaG']"
"待","['toy']"
"勸","['kwen']"
"戒","['kyey']"
"招","['thyo']"
"誘","['Gyu']"
"干","['kan', 'kan']"
"犯","['pem']"
"觸","['chyok']"
"冒","['mwo']"
"恇","['kwaG']"
"怯","['kep']"
"悸","['kyey']"
"怖","['phwo']"
"聊","['lyo', 'lyo']"
"幸","['hoyG']"
"悵","['thyaG']"
"悼","['two']"
"愁","['swu']"
"憾","['kam']"
"悔","['hwoy']"
"咎","['kwu']"
"忿","['pwun']"
"恨","['hon']"
"憤","['pwun']"
"恚","['Guy']"
"探","['tham']"
"訪","['paG']"
"會","['hwoy']"
"遇","['Gwu']"
"赦","['sa']"
"眚","['soyG']"
"剗","['can']"
"繆","['lyu']"
"諳","['Gam']"
"慣","['kwan']"
"眩","['hyen']"
"暓","['mwu']"
"嫡","['tyek']"
"媵","['GiG']"
"雅","['Ga']"
"麗","['lye']"
"貨","['hwa']"
"財","['coy']"
"賄","['hwoy']"
"賂","['lwoy']"
"儔","['nyu[]']"
"侶","['nye']"
"仇","['kwu']"
"讐","['syu']"
"魁","['kwoy']"
"輩","['poy']"
"倡","['chyaG']"
"附","['pwu']"
"許","['he']"
"諾","['lak']"
"欺","['kuy']"
"誑","['kwaG']"
"邀","['Gyo']"
"迓","['Ga']"
"競","['kyeG']"
"就","['chyuy', 'chyuy']"
"捧","['pwoG']"
"佩","['phay']"
"軌","['kwey']"
"範","['pem']"
"符","['pwu']"
"契","['kyey']"
"咈","['pul']"
"忤","['Gwo']"
"跼","['kwuk']"
"蹐","['chyek']"
"闈","['Gwuy']"
"闥","['tal']"
"俳","['poy']"
"徊","['hwoy']"
"閨","['kyu']"
"廡","['mwu']"
"叨","['two']"
"忝","['thyem']"
"躐","['nyep']"
"徙","['so']"
"逡","['cyun']"
"巡","['syun', 'syun']"
"却","['kak']"
"藏","['caG']"
"澡","['cwo']"
"澈","['thyel']"
"査","['sa']"
"滓","['coy']"
"矯","['kyo']"
"揉","['Gyu']"
"膏","['kwo', 'kwo']"
"肓","['haG']"
"編","['phyen']"
"校","['kyo']"
"部","['pwu']"
"帙","['til']"
"瞭","['lyo']"
"覽","['lam']"
"悉","['sil']"
"繹","['Gyek']"
"硏","['Gyen']"
"窮","['kwuG']"
"邃","['syu']"
"宙","['tyu']"
"惺","['syeG']"
"惕","['thyek']"
"頃","['kyeG']"
"刻","['kok', 'kok']"
"臻","['cin']"
"詣","['Gyey']"
"閫","['kwon']"
"奧","['Gwo']"
"刊","['kan']"
"剔","['thyek']"
"假","['ka']"
"贗","['Gan']"
"徒","['two']"
"伴","['pan']"
"琢","['thak', 'thak']"
"磋","['cha', 'cha']"
"參","['cham']"
"預","['Gyey']"
"芻","['chu']"
"豢","['hwan']"
"沿","['Gyen']"
"泝","['swo']"
"推","['chyu', 'thwoy']"
"擴","['hwak']"
"洋","['Gyang']"
"覃","['tam']"
"蠻","['man']"
"貊","['moyk']"
"軀","['kwu']"
"骼","['kyek']"
"孱","['can']"
"薾","['nal']"
"標","['phyo']"
"致","['thi']"
"凜","['lum']"
"崒","['cwol']"
"披","['phi']"
"閱","['Gyel']"
"史","['so']"
"牒","['thyep']"
"耽","['tham']"
"嗜","['ki']"
"詞","['so']"
"章","['cyaG']"
"翶","['kwo']"
"翔","['syaG']"
"藝","['Gyey']"
"苑","['Gwen']"
"騁","['piG']"
"騖","['mwu']"
"科","['kwa']"
"場","['tyaG']"
"奮","['pwun']"
"鋒","['pwoG']"
"寫","['sya']"
"勝","['suG', 'suG']"
"吟","['Gum']"
"詩","['si']"
"製","['cey']"
"賦","['pwu']"
"揭","['key']"
"示","['si']"
"逞","['lyeG']"
"告","['kwo']"
"韜","['two']"
"匿","['lik']"
"衒","['hyen']"
"播","['pha']"
"應","['GuG', 'GuG']"
"對","['toy']"
"酬","['syu']"
"答","['tap']"
"斟","['chim']"
"酌","['cyak']"
"取","['chyuy']"
"捨","['sya']"
"茹","['Gye']"
"㗸","['ham']"
"鐫","['cyen']"
"銘","['myeG']"
"慷","['kaG']"
"慨","['kay']"
"醞","['Gwon']"
"藉","['chya']"
"媒","['moy']"
"聘","['piG']"
"嫁","['ka']"
"娶","['chyuy']"
"占","['cyem']"
"卜","['pwok']"
"吊","['tyo']"
"賀","['ha']"
"賜","['so']"
"贈","['cuG']"
"寄","['kuy']"
"付","['pwu']"
"緘","['ham']"
"封","['pwoG']"
"結","['kyel']"
"裹","['kwa']"
"浚濬","['cyun']"
"汲","['kup']"
"挹","['Gup']"
"注","['cwu']"
"焚","['pwun']"
"燒","['syo']"
"熨","['Gwul']"
"煮","['cya']"
"培","['poy']"
"墾","['kon']"
"塗","['two']"
"斲","['thak']"
"煎","['cyen']"
"爨","['chan']"
"鍛","['tan']"
"冶","['Gya']"
"玩","['Gwan']"
"弄","['lwoG']"
"揣","['chywey']"
"抵","['tye', 'tye']"
"栽","['coy']"
"植","['sik']"
"灌","['kwan']"
"漑","['kay']"
"翦","['cyen']"
"鏤","['lwu']"
"鍊","['lyen']"
"割","['hal']"
"粧","['caG']"
"綵","['choy']"
"圖","['two']"
"畵","['ha']"
"勉","['myen']"
"勵","['lye']"
"功","['kwoG']"
"績","['cyek', 'cyek']"
"催","['chwoy']"
"促","['chwok']"
"懶","['lan']"
"怠","['thoy']"
"趁","['tin']"
"及","['kup']"
"停","['tyeG']"
"輟","['thyel']"
"淬","['chwoy']"
"礪","['lye']"
"頹","['thwoy']"
"敗","['phay']"
"偵","['tyeG']"
"謁","['Gal']"
"覬","['kuy']"
"綏","['syu']"
"逝","['sye']"
"遯","['twon']"
"鏟","['san']"
"彩","['choy']"
"討","['thwo']"
"論","['lwon']"
"典","['tyen']"
"訓","['hwun']"
"剖","['pwu']"
"闡","['chyen']"
"疑","['Guy']"
"昧","['moy']"
"撰","['chan']"
"述","['syul']"
"緊","['kin']"
"關","['kwan']"
"刪","['san']"
"削","['syak']"
"戱","['huy']"
"話","['hwa']"
"鎖","['sway']"
"鑰","['Gyak']"
"貯","['tye']"
"頓","['twon']"
"逮","['thyey']"
"紹","['syo']"
"彌","['mi']"
"倍","['pi']"
"看","['kan']"
"守","['syu']"
"監","['kam']"
"課","['kwa']"
"竣","['cyun']"
"了","['lyo']"
"訖","['hul']"
"罷","['pha']"
"逢","['pwoG']"
"離","['li']"
"聚","['chyuy']"
"散","['san']"
"迎","['GyeG']"
"送","['swoG']"
"謝","['sya']"
"慰","['Gwuy']"
"單","['tan']"
"獨","['twok']"
"孤","['kwo']"
"寡","['kwa']"
"憑","['piG']"
"倚","['Guy']"
"依","['Guy']"
"賴","['lwoy']"
"耋","['til']"
"耄","['mwo']"
"夭","['Gyo']"
"閼","['Gal']"
"康","['kaG']"
"健","['ken']"
"疲","['phi']"
"憊","['puy']"
"款","['kwan']"
"睦","['mwok']"
"擠","['cyey']"
"劾","['hoyk']"
"偸","['□']"
"竊","['cyel']"
"賖","['sya']"
"賽","['soy']"
"耿","['kyeG']"
"介","['kay', 'kay']"
"阿","['Ga']"
"諂","['thyem']"
"回","['hwoy']"
"互","['hwo', 'hwo']"
"姿","['co']"
"態","['thoy']"
"抑","['Gek']"
"揚","['GyaG']"
"毁","['hwey']"
"譽","['Gyey']"
"黜","['chyul']"
"陟","['thyek']"
"興","['huG']"
"廢","['phyey']"
"買","['moy']"
"賣","['may']"
"賭","['two']"
"換","['hwan']"
"求","['kwu']"
"請","['chyeG']"
"借","['chya']"
"貸","['toy']"
"丐","['kay']"
"乞","['kel', 'kuy']"
"剽","['phyo']"
"掠","['lyak']"
"捐","['Gyen']"
"貰","['syey']"
"券","['kwen']"
"債","['chway']"
"添","['thyem']"
"加","['ka']"
"增","['cuG']"
"益","['Gik']"
"更","['koyG', 'koyG']"
"復","['pwu', 'pwok']"
"又","['Gwu', 'Gwu']"
"再","['coy']"
"牽","['kyen']"
"驅","['kwu']"
"拖","['tha']"
"捉","['chak']"
"擎","['kyeG']"
"抱","['phwo']"
"負","['pwu']"
"戴","['toy']"
"困","['kwon']"
"倦","['kwen']"
"休","['hyu']"
"憩","['key']"
"蒙","['mwoG']"
"被","['phi']"
"脫","['thal']"
"解","['hoy']"
"捫","['mwun']"
"拈","['lyem']"
"掇","['thyel']"
"拾","['sup']"
"攀","['pan']"
"折","['cyel']"
"摘","['tyek']"
"採","['choy']"
"鑽","['chan', 'chan']"
"磨","['ma']"
"穿","['chyen']"
"貫","['kwan']"
"懸","['hyen']"
"繫","['kyey']"
"揷","['sap']"
"掛","['kway']"
"撞","['taG']"
"搖","['Gyo']"
"撮","['chal']"
"挾","['hyep']"
"擊","['kyek']"
"打","['tha', 'tyek']"
"揮","['hwuy']"
"刺","['co', 'chyek']"
"提","['tyey']"
"携","['hyu']"
"秉","['pyeG']"
"執","['cip']"
"投","['thwu']"
"擲","['thyek']"
"抛","['phwo']"
"棄","['ki']"
"玆","['co']"
"卽","['cuk']"
"世","['syey']"
"間","['kan']"
"含","['ham']"
"靈","['lyeG']"
"動","['twoG']"
"止","['ci']"
"大","['tay']"
"小","['syo']"
"廣","['kwaG']"
"狹","['hyep']"
"雙","['saG']"
"隻","['chek']"
"全","['cyen']"
"半","['pan']"
"並","['pyeG']"
"累","['lyu']"
"幷","['pyeG']"
"合","['hap']"
"丸","['hwan']"
"寸","['chwon']"
"片","['phyen']"
"段","['tan']"
"麤","['chwu']"
"纖","['syem']"
"巨","['ke']"
"細","['syey']"
"方","['paG']"
"圓","['Gwen']"
"長","['tyaG', 'tyaG']"
"短","['tan']"
"染","['Gyem']"
"淨","['cyeG']"
"燥","['cwo']"
"濕","['sup']"
"淸","['chyeG']"
"濁","['thak']"
"冷","['loyG']"
"煖","['lan']"
"高","['kwo']"
"低","['tye']"
"深","['sim']"
"淺","['chyen']"
"輕","['kyeG']"
"重","['tyuG', 'tyuG']"
"厚","['hwu']"
"薄","['pak']"
"盈","['GyeG']"
"滿","['man']"
"空","['kwoG']"
"虛","['he']"
"紛","['pwun']"
"紜","['Gwun']"
"寂","['cyek']"
"寞","['mak']"
"咫","['ci']"
"仞","['Gin']"
"丈","['tyaG']"
"引","['Gin', 'Gin']"
"同","['twoG']"
"如","['Gye', 'Gye']"
"似","['so']"
"若","['Gyak', 'Gyak']"
"渾","['hwon']"
"灝","['hwo']"
"磅","['paG']"
"礡","['pak']"
"涯","['Gay']"
"際","['cyey']"
"疆","['kaG']"
"域","['Gyek']"
"乖","['kwoy']"
"沴","['lye']"
"和","['hwa']"
"暢","['thyaG']"
"晻","['Gem']"
"翳","['Gyey']"
"霽","['cyey']"
"廓","['hwak']"
"皎","['kyo']"
"皓","['hwo']"
"暄","['hwen']"
"煦","['hwu']"
"凄","['chye']"
"洌","['lyel']"
"凍","['twoG']"
"冱","['hwo']"
"株","['tyu']"
"柢","['tye']"
"芽","['Ga']"
"蘖","['Gel']"
"源","['Gwen']"
"流","['lyu']"
"涓","['Gyen']"
"滴","['tyek']"
"沾","['thyem']"
"潤","['Gyun']"
"銷","['syo']"
"鑠","['syak']"
"浹","['hip']"
"洽","['hup']"
"枯","['kwo']"
"涸","['hwak']"
"匯","['hwoy']"
"瀦","['tye']"
"泛","['pem']"
"濫","['lam']"
"衝","['chyuG']"
"突","['twol']"
"寧","['lyeG']"
"息","['sik', 'sik']"
"境","['kyeG']"
"界","['kyey']"
"景","['kyeG']"
"象","['syaG', 'syaG']"
"緖","['sye']"
"件","['ken']"
"模","['mwo']"
"樣","['GyaG']"
"儼","['Gem']"
"眇","['myo']"
"瑞","['sye']"
"孽","['Gel']"
"微","['mi']"
"芒","['maG']"
"洪","['hwoG', 'hwoG']"
"碩","['syek']"
"逶","['Gwuy']"
"迤","['Gi']"
"崢","['coyG']"
"嶸","['GyeG']"
"團","['tan']"
"稜","['luG']"
"竅","['kyu']"
"脊","['chyek']"
"津","['cin', 'cin']"
"液","['Goyk']"
"涌","['GyoG']"
"泄","['syel']"
"炎","['Gyem']"
"漲","['thyaG']"
"寢","['chim']"
"熄","['sik']"
"焦","['chyo']"
"槁","['hwo']"
"濡","['Gyu']"
"渥","['Gak']"
"濃","['lwoG']"
"淡","['tam']"
"姸","['Gyen']"
"醜","['chyuy']"
"黯","['Gam']"
"黮","['tam']"
"昭","['syo']"
"粲","['chan']"
"輻","['pwok']"
"湊","['cwu']"
"雜","['cap']"
"糅","['nyu']"
"沸","['pi']"
"潰","['kwey']"
"泮","['pin']"
"渙","['hwan']"
"煨","['Gwoy']"
"燼","['sin']"
"然","['Gyen', 'Gyen']"
"爛","['lan', 'lan']"
"鞏","['kwoG']"
"匝","['cap']"
"痕","['hun']"
"釁","['hun']"
"繁","['pen']"
"□","['tyu']"
"層","['chuG']"
"疊","['thyep']"
"闔","['hap']"
"闢","['pyek']"
"舒","['sye']"
"慘","['cham']"
"危","['Gwuy']"
"殆","['thoy']"
"妥","['thay']"
"帖","['thyep']"
"巍","['Gwoy']"
"皇","['hwaG']"
"滂","['paG']"
"沛","['phay']"
"炳","['pyeG']"
"煥","['hwan']"
"渺","['myo']"
"茫","['maG']"
"軟","['Gyen']"
"硬","['kyeG']"
"滑","['hwal']"
"澁","['sup']"
"尖","['chyem']"
"底","['tye']"
"央","['GaG']"
"傍","['paG']"
"恒","['hoG']"
"亙","['hoG']"
"閃","['syem']"
"倏","['syuk']"
"混","['hwon']"
"演","['Gyen']"
"泓","['hwoyG']"
"汪","['GaG']"
"夾","['hyep']"
"岐","['ki']"
"遶","['Gyo']"
"攪","['kyo']"
"鋩","['maG']"
"焰","['Gyem']"
"炯","['hyeG']"
"煌","['hwaG']"
"藹","['Gay']"
"蔚","['Gwul']"
"豔","['Gyem']"
"耀","['Gyo']"
"竦","['syoG']"
"蔓","['man']"
"豎","['syu']"
"僵","['kaG']"
"浸","['chim']"
"漬","['chi']"
"漂","['phyo']"
"溺","['lik']"
"纏","['tyen']"
"繞","['Gyo']"
"聯","['lyen']"
"絡","['lak']"
"屹","['hul']"
"聳","['GyoG']"
"墮","['tha']"
"hel","['平聲']"
"靡","['mi']"
"遼","['lyo']"
"逈","['hyeG']"
"隘","['Goy']"
"僻","['pyek']"
"敞","['chyaG']"
"豁","['hal']"
"障","['cyaG']"
"礙","['Gay']"
"窈","['lyo', 'myo']"
"冥","['myeG']"
"冲","['thyuG']"
"漠","['mak', 'mak']"
"荒","['hwaG']"
"蕪","['mwu']"
"萎","['Gwuy']"
"禿","['twok']"
"發","['pal']"
"秀","['syu']"
"凋","['tyo']"
"落","['lak']"
"馨","['hyeG']"
"馥","['pwok']"
"酷","['hwok']"
"烈","['nyel']"
"蟠","['pan']"
"蟄","['thip']"
"蹶","['kwey', 'kwel']"
"踔","['thak']"
"赫","['hyek']"
"奕","['hyek', 'hyek']"
"淪","['lyun']"
"泯","['min']"
"鏗","['koyG']"
"鏘","['cyaG']"
"踳","['syun']"
"駮","['pak']"
"撑","['thoyG']"
"拄","['tyu']"
"隕","['Gwun']"
"墜","['thyu']"
"充","['chyuG']"
"裕","['Gyu']"
"衰","['swoy']"
"匱","['kwey']"
"陡","['twu']"
"峻","['cyun']"
"磊","['lwoy']"
"卓","['thak']"
"塡","['tyen']"
"壅","['GwoG']"
"坼","['thak']"
"兀","['Gwol']"
"蕭","['syo']"
"條","['tyo', 'tyo']"
"茂","['mwu']"
"萃","['chywey']"
"腐","['pwu']"
"朽","['hwu']"
"萌","['moyG']"
"茁","['cwul']"
"飜","['pen']"
"幻","['hwan']"
"震","['cin']"
"撼","['kam']"
"跧","['cyen']"
"保","['pwo']"
"窟","['kwul']"
"穴","['hyel']"
"肇","['tyo']"
"昉","['paG']"
"杪","['chyo']"
"裔","['Gyey']"
"該","['hoy']"
"徧","['pyen']"
"包","['phwo']"
"括","['kwal']"
"遠","['Gwen']"
"近","['kun']"
"親","['chin']"
"踈","['swo']"
"遲","['ti']"
"速","['swok']"
"早","['cwo']"
"晩","['man']"
"艱","['kan']"
"難","['lan']"
"便","['pyen', 'phyen']"
"宜","['Guy']"
"頻","['pin']"
"屢","['lwu']"
"稀","['huy']"
"罕","['han']"
"利","['ni']"
"害","['hay']"
"得","['tuk']"
"失","['sil']"
"吉","['kil']"
"凶","['hyuG']"
"存","['cwon']"
"亡","['maG']"
"幾","['kuy', 'kuy']"
"勢","['sye']"
"途","['two']"
"轍","['thyel']"
"徵","['tiG']"
"兆","['tyo']"
"妖","['Gyo']"
"祥","['syaG']"
"毫","['hwo']"
"點","['tyem']"
"鍾","['cyoG', 'cyoG']"
"勺","['cyak', 'cyak']"
"銖","['syu']"
"兩","['lyaG', 'lyaG']"
"斤","['kun', 'kun']"
"鎰","['Gil']"
"除","['tyey']"
"減","['kam']"
"消","['syo']"
"殘","['can']"
"堆","['thwoy']"
"積","['cyek', 'ca']"
"饒","['Gyo']"
"溢","['Gil']"
"賸","['GiG']"
"餘","['Gye']"
"無","['mwu']"
"限","['hon']"
"虧","['hyu']"
"乏","['phip']"
"甚","['sim']"
"竭","['kal']"
"久","['kwu']"
"永","['GyeG']"
"暫","['cam']"
"乍","['sa']"
"堅","['kyen']"
"固","['kwo', 'kwo']"
"破","['pha']"
"裂","['nyel']"
"摧","['chwoy']"
"陷","['ham']"
"紊","['mwun']"
"亂","['lan']"
"縈","['GyeG']"
"紆","['Gwu']"
"蹲","['cwon']"
"峙","['thi']"
"爕","['syep']"
"齊","['cyey']"
"戾","['lye']"
"反","['pan']"
"糜","['mi']"
"碎","['sway']"
"崩","['puG']"
"圮","['puy']"
"宗","['cwoG']"
"旨","['ci']"
"枝","['ci']"
"派","['phay']"
"壹","['Gil']"
"統","['thwoG']"
"判","['phan']"
"析","['syek']"
"工","['kwoG']"
"程","['tyeG']"
"效","['hyo', 'hyo']"
"驗","['hem']"
"夥","['hwa']"
"少","['syo']"
"詳","['syaG']"
"略","['lyak']"
"表","['phyo']"
"彰","['chyaG']"
"埋","['moy']"
"沒","['mwol']"
"調","['tyo']"
"均","['kyun']"
"偏","['phyen']"
"激","['kyek']"
"凝","['GuG']"
"滯","['thyey']"
"融","['lyuG']"
"釋","['syek']"
"耗","['mwo']"
"歉","['hyem']"
"滋","['co']"
"殖","['sik']"
"純","['syun']"
"粹","['syu']"
"瑕","['ha']"
"疵","['co']"
"差","['cha', 'chi']"
"訛","['Gwa']"
"的","['tyek']"
"確","['hwak']"
"罄","['kyeG']"
"畢","['phil']"
"苟","['kwu', 'kwu']"
"簡","['kan', 'kan']"
"鎔","['GyoG', 'GyoG']"
"錮","['kwo']"
"罅","['ha']"
"隙","['kuk']"
"梗","['kyeG', 'kyeG']"
"槩","['kay', 'kay']"
"□","['sway']"
"屑","['sel']"
"最","['chwoy']"
"副","['pwu']"
"糟","['cwo']"
"粕","['pak']"
"佳","['ka']"
"潔","['kyel']"
"汚","['Gwo']"
"穢","['Gyey']"
"亨","['hyeG']"
"泰","['thay']"
"災","['coy']"
"厄","['Goyk']"
"咸","['ham']"
"共","['kwoG']"
"殊","['syu', 'syu']"
"尤","['Gwu', 'Gwu']"
"尋","['sim', 'sim']"
"常","['syaG']"
"挺","['tyeG']"
"特","['thuk']"
"延","['Gyen', 'Gyen']"
"袤","['mwu']"
"迂","['Gwo']"
"徑","['kyeG']"
"宏","['kwoyG']"
"闊","['hwal']"
"窄","['choyk']"
"迫","['pak']"
"隱","['Gun']"
"顯","['hyen']"
"浮","['pwu']"
"沈","['thim']"
"橫","['hwoyG']"
"斜","['sya']"
"欹","['kuy']"
"側","['chuk', 'chuk']"
"屈","['kwul']"
"伸","['sin']"
"嬴","['GyeG']"
"縮","['chyuk']"
"開","['koy']"
"閉","['phyey']"
"通","['thwoG']"
"塞","['soyk']"
"完","['Gwan']"
"壞","['Gwey', 'kwoy']"
"熾","['chi']"
"滅","['myel']"
"昌","['chyaG']"
"盛","['syeG']"
"漸","['cyem']"
"極","['kuk']"
"平","['phyeG']"
"正","['cyeG']"
"安","['Gan']"
"穩","['Gwon']"
"遷","['chyen']"
"移","['Gi']"
"變","['pyen']"
"化","['hwa']"
"始","['si']"
"終","['cyoG']"
"本","['pwon']"
"末","['mal']"
"事","['so']"
"與","['Gye', 'Gye']"
"物","['mul']"
"也","['Gya']"
